Symbol,CLI,#_AUUUY,#_WUUUA,#_YUUUA,#_UUUUU,#Motifs,5UTR,3UTR,CDS,Intron,Total_Binding_Sites,Binding_Site_Bins
THRAP3,70.69755963,16,10,10,15,36,0,5,0,11,16,>8 Sites
NEDD1,60.29955129,12,13,10,11,35,0,1,0,15,16,>8 Sites
LPGAT1,61.38752224,11,16,14,10,41,0,11,0,5,16,>8 Sites
DDX21,70.34584171,17,17,13,11,47,0,7,1,8,16,>8 Sites
AK3,61.59666007,9,13,11,11,33,0,2,0,14,16,>8 Sites
TRAM1,65.80621045,10,11,11,4,32,0,8,1,7,16,>8 Sites
HNRNPA3,76.26121026,10,8,9,3,27,0,11,0,5,16,>8 Sites
ZNF682,58.47236137,18,10,12,15,40,0,0,0,16,16,>8 Sites
KIAA1598,54.24617157,10,10,10,5,30,0,1,0,15,16,>8 Sites
MANEA,57.40272865,15,13,9,12,37,0,6,0,10,16,>8 Sites
SETX,55.8723456,18,12,17,12,47,0,0,1,15,16,>8 Sites
UBQLN1,51.10164616,10,13,12,12,35,0,3,0,13,16,>8 Sites
DR1,76.799505,13,15,13,11,41,0,6,0,10,16,>8 Sites
PHKB,47.54162745,13,16,15,10,44,0,0,0,16,16,>8 Sites
TCF4,50.78023748,17,14,16,14,47,0,2,0,14,16,>8 Sites
MIER3,65.79238253,12,13,8,9,33,0,11,0,5,16,>8 Sites
NBAS,49.52960513,12,15,10,9,37,0,0,0,16,16,>8 Sites
KIF14,55.00411423,11,14,12,17,37,0,2,0,14,16,>8 Sites
MSH2,51.15876403,16,16,16,14,48,0,0,0,16,16,>8 Sites
RAB14,69.62290859,9,18,18,10,45,0,4,0,12,16,>8 Sites
ABCB7,52.58731634,14,13,14,11,41,0,0,0,16,16,>8 Sites
POLQ,53.09252143,26,16,13,13,55,0,0,0,16,16,>8 Sites
NPM1,66.57477101,10,12,8,12,30,0,3,0,13,16,>8 Sites
GOLT1B,72.88485452,8,9,9,8,26,0,13,0,3,16,>8 Sites
ALG5,46.74372653,10,10,12,9,32,0,0,0,16,16,>8 Sites
METAP1,51.71046837,15,16,10,10,41,0,2,0,14,16,>8 Sites
XPR1,56.04903334,13,11,9,12,33,0,7,0,9,16,>8 Sites
GIGYF2,52.1368735,11,10,8,11,29,0,8,0,8,16,>8 Sites
PTP4A2,80.87931738,11,6,7,14,24,1,6,0,9,16,>8 Sites
ZNF615,58.36759805,13,11,12,12,36,0,0,0,16,16,>8 Sites
SFRS11,61.45776613,13,16,12,8,41,0,6,0,10,16,>8 Sites
EIF2S1,67.59214264,13,14,13,7,40,0,9,1,6,16,>8 Sites
BICD1,50.43119714,19,10,14,18,43,0,0,0,16,16,>8 Sites
ZNF121,55.60020029,22,12,10,9,44,1,2,3,10,16,>8 Sites
DEPDC1B,54.26983415,15,12,14,16,41,0,3,0,13,16,>8 Sites
NOL10,48.99722682,15,15,14,12,44,0,0,1,15,16,>8 Sites
USP6NL,48.83360756,9,12,14,10,35,0,2,0,14,16,>8 Sites
ZNF512,53.76387267,11,14,11,11,36,0,1,0,15,16,>8 Sites
DLD,62.91414025,18,16,13,3,47,0,2,0,14,16,>8 Sites
MON2,57.41814735,14,19,16,12,49,0,1,0,15,16,>8 Sites
ATP2C1,49.34537112,21,24,19,15,64,0,4,0,12,16,>8 Sites
TMBIM6,69.88744871,7,9,10,6,26,0,8,1,7,16,>8 Sites
KIAA1033,54.21054173,16,14,16,6,46,0,5,0,11,16,>8 Sites
CGGBP1,68.1848058,11,11,6,6,28,3,11,0,2,16,>8 Sites
SSBP2,49.2534156,16,14,12,7,42,0,3,0,13,16,>8 Sites
IARS,60.85929841,13,13,10,11,36,0,0,0,16,16,>8 Sites
KIAA1704,52.16009815,10,14,10,9,34,0,9,0,7,16,>8 Sites
FANCD2,54.23128911,12,9,7,9,28,0,1,0,15,16,>8 Sites
TMED5,64.3783987,10,6,7,4,23,0,11,0,5,16,>8 Sites
WDR75,56.54934849,14,8,9,11,31,0,4,0,12,16,>8 Sites
PRPF4B,63.80198569,16,14,15,9,45,0,4,0,12,16,>8 Sites
TMEM165,52.06118988,13,17,15,11,45,0,4,0,12,16,>8 Sites
NUP54,56.56414487,14,8,11,8,33,0,3,1,12,16,>8 Sites
CD164,77.36321295,11,10,11,7,32,0,7,1,8,16,>8 Sites
BLZF1,54.78750505,14,13,10,9,37,0,2,0,14,16,>8 Sites
FARSB,47.35295128,12,12,11,12,35,0,1,0,15,16,>8 Sites
PHF10,67.73040559,16,12,9,14,37,0,1,0,15,16,>8 Sites
AP1S2,62.15455714,15,9,9,12,33,0,9,0,7,16,>8 Sites
POGZ,51.80826679,9,9,10,9,28,1,7,0,8,16,>8 Sites
HMGXB3,52.27601707,6,8,7,10,21,0,1,0,15,16,>8 Sites
KIAA0907,63.12382469,9,16,14,12,39,0,4,0,12,16,>8 Sites
PJA2,64.9494645,16,13,8,11,37,0,6,0,10,16,>8 Sites
PPP2CA,77.53848935,8,9,7,5,24,0,11,1,4,16,>8 Sites
MPDZ,52.50242744,24,15,15,13,54,0,2,0,14,16,>8 Sites
RAD51AP1,67.98229159,17,10,11,8,38,0,4,0,12,16,>8 Sites
NAT12,69.52330571,15,14,18,12,47,0,9,0,7,16,>8 Sites
PIAS2,50.83257604,13,16,12,9,41,0,0,0,16,16,>8 Sites
KDM2A,50.19370415,23,19,20,15,62,0,1,0,14,15,>8 Sites
MECP2,67.922813,9,8,10,15,27,0,8,0,7,15,>8 Sites
ZNF552,60.60889221,15,22,17,16,54,0,0,0,15,15,>8 Sites
SNTB2,65.51266851,10,10,8,15,28,0,15,0,0,15,>8 Sites
MTMR3,56.24829913,20,19,18,21,57,0,1,0,14,15,>8 Sites
SF3B3,65.34383666,18,21,17,17,56,0,2,0,13,15,>8 Sites
RAB22A,41.65577927,8,7,7,7,22,0,9,0,6,15,>8 Sites
ZDHHC17,53.77233449,13,14,12,7,39,0,2,0,13,15,>8 Sites
ZNF780B,61.94654732,12,15,12,6,39,0,8,0,7,15,>8 Sites
RBPSUH,63.96462586,5,2,2,7,9,0,14,0,1,15,>8 Sites
ETFA,45.55687523,10,10,12,14,32,0,0,0,15,15,>8 Sites
SMURF2,45.92458498,18,24,18,13,60,0,1,0,14,15,>8 Sites
DNM1L,47.50169538,13,13,14,9,40,0,1,0,14,15,>8 Sites
OTUD7B,51.79782,9,6,5,8,20,0,10,0,5,15,>8 Sites
SCAPER,45.53667466,14,18,16,15,48,0,0,0,15,15,>8 Sites
TMLHE,55.6199051,16,10,10,9,36,0,0,0,15,15,>8 Sites
THUMPD3,49.50769669,12,13,14,10,39,0,0,0,15,15,>8 Sites
E2F7,66.14049421,11,13,11,16,35,0,8,0,7,15,>8 Sites
POLH,61.29177549,7,12,15,8,34,0,2,0,13,15,>8 Sites
PSD3,47.59324648,19,18,18,9,55,0,1,0,14,15,>8 Sites
TANC2,42.74234583,10,13,10,8,33,0,1,0,14,15,>8 Sites
EIF2AK2,65.02519962,10,13,13,10,36,0,14,0,1,15,>8 Sites
ATXN3,64.15683596,13,8,10,8,31,0,15,0,0,15,>8 Sites
USP37,50.93685015,8,10,11,8,29,0,7,0,8,15,>8 Sites
DUSP16,49.40120644,11,13,10,13,34,0,1,0,14,15,>8 Sites
KIAA1797,46.26174914,14,20,18,15,52,0,0,0,15,15,>8 Sites
SYAP1,61.16510342,3,9,8,12,20,0,13,0,2,15,>8 Sites
CHIC2,49.28152464,10,9,11,8,30,0,1,0,14,15,>8 Sites
CAPS2,44.97528063,14,11,13,6,38,0,0,0,15,15,>8 Sites
TNKS2,56.70159334,5,12,10,4,27,0,5,0,10,15,>8 Sites
MED12L,45.50871523,20,16,14,21,50,0,3,0,12,15,>8 Sites
CACHD1,48.97588163,14,12,13,17,39,0,2,0,13,15,>8 Sites
RAB1A,55.65397188,14,18,16,14,48,1,3,0,11,15,>8 Sites
FNTA,50.12044754,19,12,11,11,42,0,0,0,15,15,>8 Sites
PMAIP1,78.16917622,7,7,6,6,20,0,11,0,4,15,>8 Sites
COX16,57.72080191,12,11,11,11,34,0,5,0,10,15,>8 Sites
VPS8,47.51692701,17,11,11,12,39,0,1,0,14,15,>8 Sites
ARPP19,74.89416176,15,9,7,9,31,0,6,0,9,15,>8 Sites
TRIM23,53.31826716,10,6,4,6,20,0,8,0,7,15,>8 Sites
CBX5,61.82580863,11,8,6,6,25,0,10,0,5,15,>8 Sites
HECTD2,54.76247568,15,20,19,13,54,0,4,0,11,15,>8 Sites
DCP1A,55.08159617,16,13,13,8,42,0,7,0,8,15,>8 Sites
SLAIN2,47.89810106,12,8,7,11,27,0,6,0,9,15,>8 Sites
CENPC1,50.58232474,15,16,18,12,49,0,0,0,15,15,>8 Sites
PPP1CC,59.17787386,8,10,12,9,30,0,6,0,9,15,>8 Sites
NARG2,57.99638483,14,17,18,9,49,0,5,0,10,15,>8 Sites
ACAP2,48.97116452,19,21,20,10,60,0,3,0,12,15,>8 Sites
MAPK9,53.65330653,17,10,11,6,38,0,11,1,3,15,>8 Sites
MAP3K1,52.34486423,13,14,12,9,39,0,5,0,10,15,>8 Sites
RABEP1,50.22002916,17,13,12,6,42,0,0,0,15,15,>8 Sites
POGK,66.56462787,8,11,8,7,27,0,14,0,1,15,>8 Sites
CYB5R4,46.24617157,10,11,13,17,34,0,1,0,14,15,>8 Sites
NEDD4,42.00502797,12,10,8,12,30,0,1,0,14,15,>8 Sites
EDEM3,51.08885199,11,8,11,10,30,0,7,0,8,15,>8 Sites
PDE4DIP,54.48672101,11,10,9,13,30,0,0,0,15,15,>8 Sites
CEP57,48.77234191,7,5,6,9,18,0,4,0,11,15,>8 Sites
METT5D1,49.59409487,12,13,11,8,36,0,2,0,13,15,>8 Sites
MTR,50.28598429,9,10,8,15,27,0,0,0,15,15,>8 Sites
CTNNA1,49.50134312,14,11,10,14,35,0,2,0,13,15,>8 Sites
ZNF226,52.37821437,9,11,7,4,27,0,0,1,14,15,>8 Sites
LONP2,46.20127798,18,16,15,13,49,0,1,0,14,15,>8 Sites
ARFIP1,46.02002069,19,14,19,11,52,0,4,0,11,15,>8 Sites
SUPT16H,59.71738779,13,12,12,11,37,0,2,0,13,15,>8 Sites
ODF2L,45.16756173,10,14,12,11,36,0,2,0,13,15,>8 Sites
HDAC8,49.27740853,12,16,13,8,41,0,0,0,15,15,>8 Sites
MPHOSPH6,61.9987431,14,18,15,8,47,0,3,0,12,15,>8 Sites
NONO,61.27824078,7,6,7,12,20,0,5,0,10,15,>8 Sites
BARD1,74.92761069,11,11,10,10,32,0,10,0,5,15,>8 Sites
LRP6,49.0325692,15,9,6,10,30,0,3,0,12,15,>8 Sites
CCND2,79.24724402,7,5,6,9,18,0,15,0,0,15,>8 Sites
RAB5A,57.84244712,13,9,11,12,33,0,3,0,12,15,>8 Sites
STK3,52.22553469,16,17,13,13,46,0,5,0,10,15,>8 Sites
SLC4A7,50.66838354,17,16,14,13,47,0,9,0,6,15,>8 Sites
VPS13C,46.47426586,11,15,13,10,39,0,0,0,15,15,>8 Sites
HMMR,52.30819318,12,15,14,8,41,0,3,0,12,15,>8 Sites
UTP14C,57.11896303,10,10,8,6,28,0,7,2,6,15,>8 Sites
EXOC1,45.90137619,18,16,15,9,49,0,0,0,15,15,>8 Sites
ZNF518A,51.48641363,15,9,10,7,34,0,2,0,13,15,>8 Sites
NEIL3,50.87415621,11,12,11,7,34,0,0,0,15,15,>8 Sites
TMEM48,57.13965933,14,13,15,14,42,0,3,3,9,15,>8 Sites
SEMA3C,49.37745483,21,15,16,17,52,0,0,0,15,15,>8 Sites
JMY,55.59274892,14,12,12,7,38,0,4,0,11,15,>8 Sites
RAB7A,58.65529385,8,12,11,15,31,0,7,0,8,15,>8 Sites
GALNT11,52.16420794,19,14,15,14,48,0,0,0,15,15,>8 Sites
PTER,53.03773395,14,9,10,12,33,0,7,0,8,15,>8 Sites
DHX36,55.999514,12,15,17,9,44,0,0,0,15,15,>8 Sites
BCL10,87.94430582,15,13,14,17,42,0,11,1,3,15,>8 Sites
KLHL20,54.39023966,15,9,8,11,32,0,6,0,9,15,>8 Sites
AAK1,48.73814124,4,9,11,7,24,0,0,0,15,15,>8 Sites
TRIT1,55.99740105,17,9,10,21,36,0,1,0,14,15,>8 Sites
CDK6,63.78114164,11,8,8,8,27,0,13,0,2,15,>8 Sites
ARMC8,50.48449734,13,9,9,10,31,0,1,1,13,15,>8 Sites
INO80D,60.70376861,14,6,3,3,23,0,12,0,3,15,>8 Sites
TTC14,60.084591,17,21,16,13,54,0,6,0,9,15,>8 Sites
MTX2,51.90760613,9,12,11,10,32,0,1,0,14,15,>8 Sites
CRBN,48.72930831,10,10,8,6,28,0,0,0,15,15,>8 Sites
FAM133B,51.14079804,17,11,10,8,38,0,1,0,14,15,>8 Sites
BBS10,74.77197911,14,13,12,7,39,0,12,3,0,15,>8 Sites
ZBTB11,59.3622073,12,15,12,4,39,0,7,1,7,15,>8 Sites
RAVER2,47.10902569,14,17,13,9,44,0,0,0,15,15,>8 Sites
LNX2,53.86532732,14,8,8,11,30,0,7,0,8,15,>8 Sites
ERO1L,57.22997941,11,12,9,15,32,0,8,0,7,15,>8 Sites
VEZF1,68.04383267,11,10,8,9,29,0,7,0,8,15,>8 Sites
PPP6C,66.79516563,5,7,6,11,18,0,10,0,4,14,>8 Sites
CASC4,52.6289901,9,10,10,13,29,0,5,0,9,14,>8 Sites
ZNF573,50.65577927,15,17,11,10,43,0,0,0,14,14,>8 Sites
CEP97,67.00763285,12,10,6,7,28,0,14,0,0,14,>8 Sites
YAP1,51.1422841,11,12,14,6,37,0,9,0,5,14,>8 Sites
CNOT10,46.00872246,12,18,15,18,45,0,0,0,14,14,>8 Sites
FBXO21,73.0084844,11,17,14,9,42,0,10,0,4,14,>8 Sites
INTS9,40.25547559,12,10,12,14,34,0,0,0,14,14,>8 Sites
SLC39A10,49.43735756,8,11,9,8,28,0,7,1,6,14,>8 Sites
BAZ1B,48.53679124,16,13,10,13,39,0,1,0,13,14,>8 Sites
ANKRD42,54.14585452,14,15,13,11,42,0,1,0,13,14,>8 Sites
RB1CC1,41.0124075,11,12,15,7,38,0,3,1,10,14,>8 Sites
KIF18A,50.99997474,14,12,13,7,39,0,3,0,11,14,>8 Sites
SECISBP2L,51.15014468,15,13,10,11,38,0,5,0,9,14,>8 Sites
NPLOC4,47.52258266,11,11,11,5,33,0,4,1,9,14,>8 Sites
BTBD7,52.58434391,12,14,18,6,44,0,4,0,10,14,>8 Sites
PHF16,48.97650462,14,10,7,7,31,0,5,0,9,14,>8 Sites
CDC45L,51.36704202,8,8,7,8,23,0,0,1,13,14,>8 Sites
NOVA1,45.08837471,10,16,14,13,40,0,0,0,14,14,>8 Sites
RNF11,54.6816579,4,6,6,3,16,0,12,0,2,14,>8 Sites
DOCK5,47.74960675,14,15,17,14,46,0,1,0,13,14,>8 Sites
MTA3,45.32122357,15,9,10,13,34,0,2,0,12,14,>8 Sites
KIAA0101,55.06240867,9,6,6,10,21,0,2,0,12,14,>8 Sites
DENND5A,47.09006408,13,11,13,14,37,0,3,0,11,14,>8 Sites
SOBP,45.13466325,11,13,13,13,37,0,0,0,14,14,>8 Sites
ADAM22,43.5505354,13,15,13,12,41,0,5,0,9,14,>8 Sites
REV1,45.25271441,14,12,14,7,40,0,2,0,12,14,>8 Sites
RBM17,57.36613546,13,14,13,7,40,0,1,0,13,14,>8 Sites
APPBP2,49.59400119,14,12,15,8,41,0,7,0,7,14,>8 Sites
FAM116A,51.41236817,13,11,9,5,33,0,3,1,10,14,>8 Sites
WDR51B,45.66748813,12,16,12,8,40,0,3,0,11,14,>8 Sites
PAK2,63.87844078,15,14,13,10,42,0,6,0,8,14,>8 Sites
ZCCHC6,44.26567967,17,17,12,11,46,0,0,0,14,14,>8 Sites
MRPL39,51.5130665,9,14,8,9,31,0,0,0,14,14,>8 Sites
MYO3A,49.08545722,15,9,10,13,34,0,0,0,14,14,>8 Sites
VPS26A,74.21340584,11,8,6,7,25,0,8,1,5,14,>8 Sites
CTNND1,60.87016016,9,7,9,7,25,0,5,0,9,14,>8 Sites
BAT1,65.18059903,10,4,6,4,20,0,2,0,12,14,>8 Sites
HIATL1,53.26998427,8,5,6,10,19,0,6,0,8,14,>8 Sites
TOM1L1,52.51502492,13,7,9,13,29,0,0,0,14,14,>8 Sites
GLRX3,48.09033622,9,13,9,5,31,0,0,0,14,14,>8 Sites
UBR4,51.86940462,17,20,13,13,50,0,0,0,14,14,>8 Sites
RAI14,44.88955076,12,16,14,13,42,0,2,0,12,14,>8 Sites
AFF3,39.18980481,15,5,7,11,27,0,0,0,14,14,>8 Sites
PELI1,62.42438011,6,9,8,6,23,0,11,0,3,14,>8 Sites
PHF20,50.58116489,14,18,14,16,46,0,1,0,13,14,>8 Sites
FANCC,41.89411324,14,20,13,12,47,0,0,0,14,14,>8 Sites
AMBRA1,43.79857709,10,9,7,9,26,0,0,0,14,14,>8 Sites
PTPRD,36.04962715,10,13,14,11,37,0,1,0,13,14,>8 Sites
MMGT1,61.39934332,12,9,7,8,28,0,12,0,2,14,>8 Sites
NCK1,47.48519111,11,7,8,9,26,0,6,0,8,14,>8 Sites
CCDC50,55.03075489,16,16,15,5,47,0,8,0,6,14,>8 Sites
SEC23B,52.86512504,6,9,10,7,25,0,2,1,11,14,>8 Sites
SMAP1,47.51391517,14,13,18,10,45,0,3,0,11,14,>8 Sites
FAM120B,53.98303697,16,8,7,5,31,0,2,0,12,14,>8 Sites
STIM2,44.46094492,13,6,9,13,28,1,1,0,12,14,>8 Sites
CSNK2A2,48.26637301,9,11,13,6,33,0,1,0,13,14,>8 Sites
GPR177,44.36604446,13,16,13,10,42,0,0,0,14,14,>8 Sites
BUB3,55.10808133,11,8,9,9,28,0,2,1,11,14,>8 Sites
USP33,51.2123135,13,14,13,9,40,0,2,0,12,14,>8 Sites
FBXO30,51.63575402,9,4,3,5,16,0,10,0,4,14,>8 Sites
XPO6,42.48752561,5,10,11,13,26,0,0,1,13,14,>8 Sites
YWHAG,71.7570183,11,10,9,10,30,0,11,0,3,14,>8 Sites
SCYL2,49.33114547,11,16,14,7,41,0,1,0,13,14,>8 Sites
UTRN,44.84707561,8,16,12,9,36,0,2,0,12,14,>8 Sites
RABGAP1L,41.39769766,13,14,10,15,37,0,3,0,11,14,>8 Sites
YWHAZ,54.81580573,11,7,7,7,25,0,3,0,11,14,>8 Sites
CPD,54.09957751,9,11,10,11,30,0,4,0,10,14,>8 Sites
LYRM4,47.70215846,11,8,7,9,26,0,0,1,13,14,>8 Sites
RGS7,46.20142519,14,13,14,11,41,0,0,0,14,14,>8 Sites
LRRC8B,51.13506916,11,9,7,11,27,1,5,0,8,14,>8 Sites
ELP2,47.51050074,8,12,9,7,29,0,2,0,12,14,>8 Sites
METTL4,56.16739289,12,15,18,15,45,0,0,1,13,14,>8 Sites
ATR,43.60377743,14,17,15,12,46,0,0,2,12,14,>8 Sites
MAN1A1,44.42333319,11,13,12,11,36,0,8,0,6,14,>8 Sites
ZNF146,67.09428585,10,7,9,10,26,0,3,0,11,14,>8 Sites
EWSR1,60.85667244,12,10,10,10,32,0,2,1,11,14,>8 Sites
UBXN2B,50.4948619,14,13,11,6,38,0,8,0,6,14,>8 Sites
LRRC1,47.53875458,8,12,10,12,30,0,2,0,12,14,>8 Sites
SUGT1,49.50639634,13,10,14,11,37,0,0,0,14,14,>8 Sites
KIFAP3,41.93850736,14,11,12,14,37,1,0,0,13,14,>8 Sites
SHQ1,48.30911739,9,9,12,8,30,0,1,0,13,14,>8 Sites
RALGPS2,53.96409696,16,16,14,12,46,0,7,1,6,14,>8 Sites
FAT3,45.07102855,9,12,10,7,31,0,3,0,11,14,>8 Sites
ZNF711,62.98954036,13,17,15,11,45,1,2,0,11,14,>8 Sites
USP8,42.07199496,11,7,8,13,26,0,3,0,11,14,>8 Sites
PTPLB,53.35789033,14,10,12,15,36,0,6,0,8,14,>8 Sites
FAM76B,53.53503007,15,15,13,7,43,0,10,0,4,14,>8 Sites
RNF2,59.66767178,10,12,13,13,35,0,5,0,9,14,>8 Sites
STK38L,53.20022418,13,10,8,7,31,0,11,0,3,14,>8 Sites
SNORA32,55.56448248,8,10,8,8,26,0,1,0,13,14,>8 Sites
IL6ST,59.49278023,9,10,12,11,31,0,9,0,5,14,>8 Sites
HNRNPH3,61.58284083,8,10,9,12,27,0,7,0,7,14,>8 Sites
ST7L,46.81146922,13,17,12,20,42,0,0,0,14,14,>8 Sites
STXBP3,42.8330838,12,6,10,10,28,0,2,1,11,14,>8 Sites
PAM,42.7478922,17,14,12,11,43,0,2,0,12,14,>8 Sites
SRP72,41.65577927,14,10,15,9,39,0,1,0,13,14,>8 Sites
SLC30A6,52.5342191,11,8,9,9,28,0,7,0,7,14,>8 Sites
GPBP1L1,53.57660006,16,13,14,15,43,1,2,0,11,14,>8 Sites
MFAP3,56.49983256,7,9,9,6,25,1,8,0,5,14,>8 Sites
FAM179B,46.05749539,12,11,12,16,35,0,1,0,13,14,>8 Sites
EIF2S3,58.60806373,7,3,2,8,12,0,8,0,6,14,>8 Sites
CMC1,42.50264421,15,12,14,9,41,0,1,0,13,14,>8 Sites
LYRM7,47.05595323,12,17,13,10,42,0,6,0,8,14,>8 Sites
PTPN4,44.96438599,14,11,7,6,32,0,0,0,14,14,>8 Sites
GARS,50.27675356,12,11,10,11,33,0,0,0,14,14,>8 Sites
INTS8,46.68693589,20,18,17,14,55,0,1,0,13,14,>8 Sites
CCDC14,47.30834039,13,11,10,8,34,4,1,0,9,14,>8 Sites
UGCGL1,46.2978023,17,13,13,12,43,0,3,0,11,14,>8 Sites
ABCE1,49.78567507,14,10,10,6,34,0,2,0,12,14,>8 Sites
ANKIB1,45.71243614,15,11,15,12,41,0,0,0,14,14,>8 Sites
CDC42,53.37114199,14,11,10,17,35,0,2,0,12,14,>8 Sites
EXOC8,72.80591399,6,4,4,8,14,0,13,1,0,14,>8 Sites
WDR49,48.72868091,16,14,12,15,42,0,1,0,13,14,>8 Sites
SYPL1,51.04622976,13,10,7,12,30,0,4,0,10,14,>8 Sites
SRP54,48.45564048,14,11,15,8,40,0,2,0,12,14,>8 Sites
CNIH,53.04349385,9,6,7,11,22,0,1,1,12,14,>8 Sites
ZNF790,47.04566996,13,6,4,7,23,0,1,0,13,14,>8 Sites
SLC5A3,65.18831563,5,8,9,8,22,0,14,0,0,14,>8 Sites
ZNF583,52.04105662,14,10,8,8,32,0,0,0,13,13,>8 Sites
RAB11FIP2,40.19613089,11,10,11,4,32,0,3,0,10,13,>8 Sites
BASP1,45.53702162,11,8,10,15,29,0,2,0,11,13,>8 Sites
DDX17,50.29213602,10,10,5,10,25,0,3,0,10,13,>8 Sites
SPEN,45.00426662,13,16,13,11,42,0,2,0,11,13,>8 Sites
GLG1,42.60063772,11,14,9,8,34,0,0,0,13,13,>8 Sites
KLHDC10,41.43011914,9,9,6,5,24,0,3,0,10,13,>8 Sites
BET1,49.72901985,9,10,10,11,29,0,6,0,7,13,>8 Sites
C2CD3,41.30083612,13,15,15,11,43,0,0,0,13,13,>8 Sites
MBIP,49.60622379,7,11,9,6,27,0,2,1,10,13,>8 Sites
TLK2,46.33890986,10,14,14,15,38,0,4,0,9,13,>8 Sites
ZFP30,53.34859593,9,7,7,1,23,0,2,0,11,13,>8 Sites
ZIC5,72.1649475,6,10,6,12,22,0,11,0,2,13,>8 Sites
GNL3L,43.67162038,12,14,13,11,39,0,6,0,7,13,>8 Sites
IMPA1,42.91531035,11,6,9,3,26,0,5,0,8,13,>8 Sites
BRWD3,43.27591891,16,17,14,7,47,0,5,0,8,13,>8 Sites
LMAN1,50.97650462,7,13,10,2,30,0,6,0,7,13,>8 Sites
FOXK2,44.59337907,12,11,12,11,35,0,1,0,12,13,>8 Sites
RSU1,41.41631334,14,14,10,11,38,0,3,0,10,13,>8 Sites
LMO7,41.34057574,10,7,10,11,27,0,2,0,11,13,>8 Sites
ZFP1,50.6367451,6,11,12,9,29,0,3,0,10,13,>8 Sites
ZNF519,45.68908443,13,15,11,11,39,0,0,0,13,13,>8 Sites
DLGAP5,42.49362208,12,9,12,10,33,0,1,0,12,13,>8 Sites
SMURF1,41.09074614,6,9,8,8,23,0,1,0,12,13,>8 Sites
PCNT,47.08718509,16,13,13,7,42,0,0,0,13,13,>8 Sites
NEK4,42.75732522,15,15,12,10,42,0,3,0,10,13,>8 Sites
SMARCA5,44.33502937,14,9,12,9,35,0,1,0,12,13,>8 Sites
ATBF1,51.2039803,5,9,8,10,22,0,11,0,2,13,>8 Sites
TMEM41B,53.45733213,12,14,13,13,39,0,1,0,12,13,>8 Sites
EP400,52.8593935,14,11,10,12,35,0,0,0,13,13,>8 Sites
APAF1,42.86758011,17,19,16,11,52,0,3,0,10,13,>8 Sites
FBXL3,54.25336201,10,6,3,5,19,0,8,0,5,13,>8 Sites
RBM12B,54.77919728,8,11,6,5,25,0,7,0,6,13,>8 Sites
IPMK,51.16062068,9,7,7,9,23,1,9,0,3,13,>8 Sites
SART3,46.13372638,7,17,12,13,36,0,3,0,10,13,>8 Sites
PAFAH1B1,50.19372278,7,9,11,5,27,0,2,0,11,13,>8 Sites
NBEAL1,46.42416987,13,12,9,11,34,0,3,0,10,13,>8 Sites
HECTD1,45.46515336,14,10,12,14,36,0,1,0,12,13,>8 Sites
PLCB4,40.87984936,8,10,10,8,28,0,0,0,13,13,>8 Sites
SUPV3L1,49.74363731,14,11,14,14,39,0,0,1,12,13,>8 Sites
TET3,56.77614974,11,6,8,14,25,0,8,0,5,13,>8 Sites
EIF5B,40.66517797,13,13,11,10,37,0,0,0,13,13,>8 Sites
RTKN2,44.17530524,13,15,9,6,37,0,2,0,11,13,>8 Sites
ZNF618,46.05236576,15,8,9,16,32,0,2,0,11,13,>8 Sites
ROBO2,40.51291982,15,16,14,16,45,0,0,0,13,13,>8 Sites
SEC23IP,48.84331715,13,12,10,10,35,0,2,0,11,13,>8 Sites
PARD3B,37.1506048,10,6,8,11,24,0,2,0,11,13,>8 Sites
PSIP1,55.23763564,8,10,12,7,30,0,1,0,12,13,>8 Sites
TOP2B,40.64656229,11,12,10,6,33,0,0,0,13,13,>8 Sites
SOS2,45.42544903,10,11,12,10,33,0,0,1,12,13,>8 Sites
TXNL1,50.56760892,11,10,12,12,33,0,2,0,11,13,>8 Sites
STT3B,45.19301036,13,8,8,10,29,0,5,0,8,13,>8 Sites
ARL13B,56.79204299,8,13,12,7,33,0,8,0,5,13,>8 Sites
SEC11B,39.91910378,12,8,6,15,26,0,1,0,12,13,>8 Sites
RBM6,45.87357649,12,13,13,12,38,0,1,0,12,13,>8 Sites
CCDC28A,54.50249255,10,6,7,14,23,0,1,0,12,13,>8 Sites
PCMT1,40.78428258,9,10,12,11,31,0,0,0,13,13,>8 Sites
CTNNAL1,46.80372202,15,12,12,10,39,0,1,0,12,13,>8 Sites
LANCL1,45.5161518,9,7,9,5,25,0,9,0,4,13,>8 Sites
DIS3,44.19911502,10,11,11,9,32,0,2,0,11,13,>8 Sites
ZNF770,60.49846517,11,12,8,4,31,0,6,2,5,13,>8 Sites
SMC2,52.95315413,8,13,12,7,33,0,3,0,10,13,>8 Sites
DDX50,41.82420833,12,9,8,8,29,0,0,0,13,13,>8 Sites
SFT2D1,48.0198559,12,9,10,9,31,0,3,0,10,13,>8 Sites
SH3BGRL2,50.81544998,12,11,9,6,32,0,10,0,3,13,>8 Sites
RAPGEF2,39.70581995,14,9,9,9,32,0,1,0,12,13,>8 Sites
SLC37A3,46.06441481,10,12,8,14,30,0,0,0,13,13,>8 Sites
GART,49.39010136,12,10,8,12,30,0,3,0,10,13,>8 Sites
CCT2,44.8153091,10,10,6,7,26,0,1,2,10,13,>8 Sites
