#transcript	length	unique_read_num	multiple_read_num
NM_200425	2026	166	12706
NM_200269	776	79	4850
NM_198368	1410	55	8896
NM_213333	3771	45	23888
NM_212778	1816	112	11392
NM_001013349	1559	119	9748
NM_205647	1455	46	9162
NM_001199907	1764	18	11142
NM_213437	2706	226	16892
NM_001080034	1078	8	6810
NM_201092	1584	86	9930
NM_200239	3031	46	19112
NM_200089	4068	96	25614
NM_205566	1510	35	9506
NM_200375	1364	55	8562
NM_212808	3058	67	19240
NM_001270536	1706	94	10676
NM_001017798	2021	40	12718
NM_001308825	7501	120	47224
NM_200385	2053	36	12918
NM_001129823	861	24	5408
NM_001017662	1265	12	7968
NM_001020614	1610	24	10132
NM_001024415	1634	64	10238
NM_212927	1881	52	11800
NM_001245968	5678	93	35628
NM_001302466	626	10	3928
NM_001002199	686	203	4112
NM_207050	2780	488	16988
NM_213457	1743	41	10914
NM_001002147	990	18	6204
NM_001007289	1332	117	8252
NM_001114908	984	623	5556
NM_001002418	1227	127	7576
NM_001044797	917	14	5742
NM_212678	3921	93	24498
NM_001037402	1079	72	6682
NM_200935	1734	38	10800
NM_001013552	1015	66	6278
NM_001243172	2475	48	15408
NM_213320	1347	116	8294
NM_199529	3080	29	19198
NM_201003	2854	302	17514
NM_001077323	2565	79	15926
NM_001110412	1586	31	9858
NM_201340	2137	188	13136
NM_205650	1236	92	7608
NM_200355	1859	108	11472
NM_200902	2897	54	17976
NM_200907	2375	25	14752
NM_200807	645	45	3968
NM_212724	1798	28	11158
NM_214681	1955	76	12082
NM_001097584	3917	88	24264
NM_201147	614	12	3798
NM_001003547	6493	365	39920
NM_213229	2088	551	12386
NM_001080070	1839	35	11352
NM_001077739	2827	37	17462
NM_200786	1333	46	8204
NM_001077730	2054	28	12674
NM_001006042	2085	29	12862
NM_199909	1696	86	10396
NM_199277	3019	54	18598
NM_001040249	2295	21	14150
NM_001328210	2085	44	12826
NM_199973	2207	26	13596
NM_001002084	1426	24	8776
NM_001328340	4279	190	26206
NM_200892	2066	30	12714
NM_200388	1182	33	7254
NM_200255	1879	299	11282
NM_200889	2285	28	14054
NM_131457	2277	44	13962
NM_001017764	2229	27	13680
NM_001004529	1421	26	8712
NM_001001941	4089	61	25080
NM_001146097	3660	79	22418
NM_001007384	1474	28	9030
NM_207054	2069	249	12452
NM_001100015	2741	152	16666
NM_200402	2859	193	17346
NM_001328193	2492	98	15184
NM_001006100	1213	49	7388
NM_001198753	1197	12	7324
NM_201485	2378	262	14308
NM_200393	2207	219	13298
NM_001002013	3239	98	19738
NM_213301	1976	282	11810
NM_001005929	3756	74	22902
NM_001003994	4054	64	24704
NM_199681	962	204	5672
NM_199763	3910	46	23834
NM_001114446	1830	77	11096
NM_001089363	2146	19	13078
NM_198872	2941	290	17650
NM_201495	2394	68	14534
NM_001328361	1780	128	10726
NM_212698	1094	14	6654
NM_213405	1912	93	11560
NM_200998	1562	29	9488
NM_213170	1629	43	9870
NM_200247	1233	13	7488
NM_001099343	3707	60	22490
NM_199670	2073	32	12578
NM_001002705	1817	304	10744
NM_001008650	2816	55	17058
ENSDART00000156291	2253	77	13614
NM_213502	1761	102	10598
NM_214695	3131	613	18392
NM_201172	2552	339	15150
ENSDART00000159750	944	483	5246
NM_001007337	2797	152	16820
NM_212707	2047	52	12364
NM_001003944	909	591	4918
NM_213436	2444	58	14744
NM_001003523	743	39	4460
NM_001024441	889	7	5376
NM_001003493	1540	37	9286
NM_001002116	1747	30	10546
NM_212775	1695	40	10218
NM_201489	2758	110	16574
NM_201038	821	159	4806
NM_001277234	3649	159	21908
NM_131711	1146	14	6914
NM_001015059	1592	257	9364
NM_001005942	925	68	5516
NM_198367	1302	76	7780
NM_001005967	904	22	5432
NM_001113608	864	18	5190
NM_001110472	4141	70	24884
NM_001351798	728	98	4284
NM_001328387	3039	47	18232
NM_001017755	893	20	5348
NM_213308	1844	94	10990
NM_001327828	1466	424	8384
NM_001045450	616	178	3520
NM_001142563	2579	34	15440
ENSDART00000148781	2580	425	15054
NM_199599	1472	41	8790
NM_212777	3203	115	19092
NM_001007318	4073	61	24330
NM_213076	1897	365	10986
NM_001166238	3969	59	23686
NM_001177447	2699	433	15714
NM_200383	1275	21	7606
NM_001077143	2811	35	16778
NM_001290336	2971	74	17688
NM_001002453	1305	107	7694
NM_001114471	1460	151	8576
NM_001076631	1988	185	11682
NM_199542	4070	50	24240
NM_200380	1390	95	8198
NM_001002341	1595	43	9470
NM_001128229	1709	8	10184
NM_001039994	2532	47	15052
NM_001014309	1903	51	11296
NM_200653	7483	104	44514
NM_200682	3897	116	23116
NM_199664	1037	20	6160
NM_201169	4317	65	25658
NM_212596	1434	218	8318
NM_001025520	518	205	2872
NM_001109826	1455	191	8446
NM_001123288	3124	60	18480
NM_212772	1803	22	10678
NM_001007346	1797	16	10644
NM_001326377	1797	148	10490
NM_001316890	2461	53	14484
NM_200339	1286	85	7510
NM_001310843	983	9	5794
NM_001128570	1019	35	5978
NM_200846	1281	88	7468
NM_001037698	1606	462	9010
NM_001089546	1288	363	7232
NM_200853	1086	618	5784
NM_001017620	757	47	4414
NM_001017817	2755	50	16174
NM_001111244	4101	577	23572
NM_213059	2397	51	14060
NM_198921	2599	110	15180
NM_001002578	1677	82	9772
NM_001003862	1537	83	8944
NM_001201348	1077	98	6222
NM_001005590	2862	51	16736
NM_001007777	1542	42	9002
NM_213544	1420	44	8284
NM_131398	1457	111	8424
NM_199981	2145	179	12382
NM_001006095	1180	30	6880
NM_001326384	5589	168	32532
NM_199278	1687	32	9834
NM_001099237	2703	272	15524
NM_200675	1581	395	8840
NM_001013305	1517	70	8790
NM_001128671	3201	44	18640
NM_200160	1645	20	9574
NM_001002374	2109	11	12286
NM_198912	1700	362	9550
NM_001077152	1365	273	7680
NM_001128298	6608	612	37880
NM_001080163	1142	92	6560
NM_199935	1741	207	9916
NM_001130604	2759	632	15408
NM_001037430	1977	112	11376
NM_001003632	975	18	5646
NM_207055	2612	47	15104
NM_001309488	1352	31	7810
NM_212727	2398	20	13886
NM_201130	2223	546	12344
NM_001017747	906	191	5060
NM_001145583	1586	212	8978
NM_205634	1712	435	9480
NM_199743	2545	50	14676
NM_199882	3128	69	18026
NM_001006078	1278	484	6902
NM_131454	924	80	5258
NM_001002051	1814	27	10450
NM_001045182	1962	81	11250
NM_001082893	708	198	3890
NM_212740	1660	33	9550
NM_001328594	1987	60	11408
NM_001327765	2128	17	12264
NM_205718	1980	69	11352
NM_001030129	1762	130	10028
NM_001320131	10144	198	58276
NM_001044946	2412	39	13864
NM_001003440	912	27	5228
NM_200203	1246	67	7110
NM_200065	3086	159	17610
NM_001003466	1701	409	9384
NM_001030065	3197	124	18278
NM_001076651	677	104	3792
NM_198371	2241	87	12806
ENSDART00000146618	511	547	2392
NM_001005401	3753	460	21116
NM_001020623	2231	47	12774
NM_200966	1456	18	8348
NM_001200009	891	5	5114
NM_001002063	2065	358	11504
NM_001020750	2006	513	11006
NM_001076750	1993	48	11392
NM_200927	3241	288	18308
NM_001128673	1109	178	6178
NM_001013260	1373	14	7852
NM_001089356	2793	144	15840
NM_131427	2914	87	16580
NM_001198567	1919	11	10962
NM_001044343	2538	18	14492
NM_001004561	2028	73	11514
ENSDART00000155839	1404	142	7878
NM_001001818	2591	53	14742
NM_001080693	1276	26	7258
NM_001033745	1738	348	9570
NM_001075108	2340	68	13278
NM_199867	1709	25	9720
NM_213033	513	113	2812
NM_001331068	4011	158	22706
NM_001002529	757	61	4254
NM_001002720	2445	159	13766
NM_200748	742	181	4044
NM_001002616	2448	332	13606
NM_213372	2513	69	14238
NM_131786	2046	524	11124
NM_145118	6327	182	35828
NM_001004600	3080	49	17474
NM_200245	1925	84	10858
NM_001003831	1952	1044	10044
NM_001002077	535	40	2998
NM_001083867	1701	159	9490
NM_213368	1491	537	7918
NM_001079974	2913	38	16468
NM_001013537	2906	52	16412
NM_001159668	2535	385	13976
NM_213084	1390	52	7814
NM_001002319	2329	104	13072
NM_001316731	2096	28	11826
NM_001109848	1671	254	9196
NM_201142	2972	44	16758
NM_001013455	473	11	2662
NM_001006029	937	43	5252
NM_200867	1249	20	7038
NM_001020765	1554	112	8666
NM_207067	2266	57	12740
NM_201507	2049	49	11520
NM_199659	3285	232	18310
NM_201071	837	21	4702
NM_200737	485	15	2720
NM_001252373	912	13	5128
NM_199632	2155	62	12084
NM_213386	2179	57	12220
NM_001003567	814	317	4268
NM_001020737	1113	113	6156
NM_213385	1514	27	8500
NM_001045456	687	44	3824
NM_001328122	1014	243	5464
NM_001256179	1270	28	7112
NM_200735	1634	90	9096
NM_212787	1664	69	9282
NM_001017627	1281	46	7148
NM_213318	4038	43	22630
NM_001006056	1608	44	8978
NM_001030260	1378	7	7722
NM_001045145	2211	375	12026
NM_213222	1669	39	9318
NM_001302785	494	40	2728
NM_200287	1558	14	8710
NM_001020627	2127	22	11888
ENSDART00000154497	841	170	4536
NM_001002440	876	32	4868
NM_001077563	3337	321	18340
NM_001115144	3204	41	17870
NM_001002105	1686	39	9384
NM_173239	2093	181	11512
NM_001123305	1328	210	7208
NM_213110	1915	50	10646
NM_213403	3662	118	20326
NM_213424	3246	87	18024
NM_001002608	1591	75	8798
NM_001126377	1826	52	10130
NM_001199721	1352	13	7520
NM_001128779	384	323	1814
NM_001045163	2181	228	11908
NM_001030120	1429	54	7896
NM_001076725	657	15	3640
NM_001003566	1076	69	5912
NM_199832	2715	181	14910
NM_131714	3483	233	19124
NM_001312886	4011	40	22244
NM_001013347	1915	416	10220
NM_201106	1441	87	7914
NM_001030203	2803	32	15528
NM_131483	1907	128	10458
NM_001326584	1454	77	7994
NM_001172564	5362	202	29558
NM_001313822	4510	203	24812
NM_001003880	3534	87	19514
NM_212898	2012	153	11004
NM_001002061	1202	10	6652
NM_001100045	1810	27	9992
NM_199557	1831	26	10106
NM_001003560	1660	112	9072
NM_205602	1880	53	10348
NM_001326393	905	8	4998
NM_001017880	632	15	3480
NM_001008611	1504	78	8238
NM_001004597	3045	51	16782
NM_212986	1706	387	9038
NM_001313694	2942	101	16122
NM_001001401	2890	69	15846
NM_001161470	3571	67	19594
NM_200951	1370	28	7512
NM_001040094	1945	44	10660
NM_001002611	1411	21	7742
NM_199891	2258	41	12382
NM_001045325	1258	38	6882
NM_200557	2123	99	11576
NM_001100086	1942	37	10642
NM_199923	2939	49	16112
NM_214683	3016	38	16546
NM_001002221	1378	93	7482
NM_212631	2745	109	14980
NM_001003882	2262	26	12378
NM_201465	2917	111	15882
NM_001089421	1377	310	7238
NM_001033111	3704	64	20220
NM_001242995	3315	47	18098
NM_001002351	1664	26	9080
NM_001025456	2764	305	14810
NM_201273	1580	174	8464
NM_001002473	1062	42	5764
NM_213514	2079	143	11214
NM_001113627	1997	79	10812
NM_213337	2643	21	14386
NM_131673	3861	75	20956
NM_001126425	1828	44	9912
NM_200073	3255	41	17650
NM_001003619	2065	17	11200
NM_001002588	2676	94	14434
NM_001044338	1564	128	8362
NM_001045234	1496	24	8092
NM_212626	1541	454	7904
NM_212613	1872	28	10122
NM_001013326	1480	23	8000
NM_001002708	1066	40	5738
NM_001104942	2031	26	10974
NM_001025506	1746	530	8924
NM_001309523	1714	86	9194
NM_001014304	2368	439	12378
NM_001159820	1078	23	5810
NM_001014344	2451	178	13084
NM_200942	2011	29	10850
NM_001077600	2652	95	14248
NM_001037431	2647	48	14264
NM_200666	3185	111	17106
NM_200540	2062	612	10532
NM_199642	1647	11	8890
NM_201069	2437	212	12950
NM_001243875	4994	43	26922
NM_001076671	2115	31	11386
NM_212665	2585	21	13930
NM_001351720	5030	138	27006
NM_199796	2112	128	11266
NM_200776	1683	44	9032
NM_131364	1908	57	10232
NM_212646	1189	36	6374
NM_001005584	1122	39	6008
NM_200979	2158	156	11474
NM_213227	3858	38	20734
NM_001077379	3383	67	18146
NM_001030213	2545	460	13238
NM_001080035	1616	36	8660
NM_001044824	4536	419	23982
NM_001105114	2387	27	12808
NM_001327904	1800	41	9634
NM_001002393	1057	21	5654
NM_001312870	3307	50	17700
NM_213285	1643	59	8758
NM_001159975	1317	670	6394
NM_001077778	2463	348	12856
NM_212715	3095	79	16496
NM_001164029	3661	35	19568
NM_001082838	4174	71	22274
NM_200001	2015	1191	9592
NM_001044927	4583	81	24440
NM_001006091	1306	57	6926
NM_200644	3333	47	17766
NM_001077162	2184	41	11630
NM_212895	968	26	5146
NM_001076568	1580	25	8410
NM_001020561	988	48	5226
NM_001039810	3560	29	18972
ENSDART00000150826	688	508	3164
NM_199916	982	507	4728
NM_001128674	779	179	3972
NM_001007380	910	59	4778
NM_001045189	3732	86	19746
NM_001012304	2365	65	12502
NM_200563	1549	397	7832
NM_205652	2118	344	10906
NM_200019	1940	127	10172
NM_001077271	2587	184	13546
NM_001327862	4071	87	21506
NM_001003832	1547	22	8182
NM_213141	2411	69	12714
NM_199974	662	101	3402
NM_001083061	1802	448	9072
NM_001002518	1096	15	5774
NM_213463	3206	527	16394
NM_001017646	1415	20	7448
NM_001030209	1904	197	9850
NM_131502	3174	102	16642
NM_131034	1370	50	7176
NM_200665	1806	18	9502
NM_001291707	5285	59	27796
NM_001098737	1454	34	7624
NM_200002	1938	407	9800
NM_173274	3596	173	18764
NM_201183	1708	26	8966
NM_205680	1531	204	7856
NM_201103	1781	56	9320
NM_205588	1771	96	9222
NM_001017767	1349	39	7058
NM_001113576	2061	489	10352
ENSDART00000176825	1296	395	6422
NM_001044310	3722	115	19448
NM_200583	1872	11	9828
NM_199819	1646	18	8632
NM_001045190	549	57	2828
NM_200503	2526	30	13244
NM_001083563	2680	63	14020
NM_001030124	2799	52	14646
NM_001003584	1659	22	8688
NM_178294	966	39	5032
NM_213354	2926	72	15280
NM_001037113	490	6	2564
NM_201180	2457	407	12476
NM_213205	1962	240	10044
NM_001083812	4245	60	22186
NM_001017718	3812	97	19878
NM_200226	1293	14	6760
NM_131807	1908	156	9832
NM_001003416	1117	16	5830
NM_001002728	3254	42	16980
NM_199759	1820	60	9452
NM_001076669	1491	355	7434
NM_001197074	3295	146	17066
NM_001008636	2500	130	12926
NM_001005395	4371	168	22650
NM_001024817	3247	180	16770
NM_200324	1785	40	9278
NM_199818	2257	61	11716
NM_001346284	5060	270	26132
NM_001017862	1611	168	8236
NM_205639	2255	85	11676
NM_001003525	897	17	4660
NM_001105116	2415	22	12556
NM_212866	1539	257	7758
NM_212610	1800	18	9354
NM_213087	2405	17	12496
NM_214709	2681	19	13930
NM_212992	1867	682	9024
NM_213035	1211	269	6026
NM_199631	2191	519	10852
NM_213052	1898	16	9828
NM_001003980	1508	85	7730
NM_001281468	7513	110	38822
NM_200170	2457	48	12684
NM_001114898	1954	61	10060
NM_001006030	1086	35	5590
NM_001048149	944	284	4604
NM_200206	3254	137	16708
NM_001004295	3428	33	17710
NM_001006076	2772	24	14316
NM_201166	1995	37	10270
NM_152979	2211	54	11360
NM_001007381	1625	32	8350
NM_200244	1210	48	6192
NM_201189	3358	39	17274
NM_001089369	1679	28	8624
NM_131426	2774	112	14162
NM_200113	2056	33	10546
NM_153660	2982	30	15300
NM_200808	527	13	2696
NM_001328578	2139	137	10852
NM_001045289	1829	43	9350
NM_213146	2620	85	13370
NM_001077567	3320	47	16982
NM_200658	2246	116	11404
NM_200725	1335	14	6832
NM_001161497	538	15	2742
NM_001002871	4049	115	20624
NM_199212	2321	14	11874
NM_213488	1923	63	9786
NM_001089365	1213	118	6094
NM_175042	3182	299	15994
NM_001163313	2958	92	15054
NM_001080086	1785	427	8712
NM_001003515	1248	35	6354
NM_001076635	1654	9	8456
NM_200843	3224	62	16432
NM_001193591	1926	38	9812
NM_001122621	697	36	3528
NM_001004672	2404	165	12124
NM_213081	2566	48	13030
NM_001045449	1494	50	7564
NM_001017656	1611	28	8176
NM_212696	2164	21	10996
NM_213379	2414	364	11924
ENSDART00000179254	692	131	3390
NM_001017839	2118	36	10740
NM_131578	2873	232	14384
NM_001044932	4186	27	21268
NM_207057	2564	99	12938
NM_200531	1986	255	9834
NM_212691	2508	35	12704
NM_001030259	2863	29	14512
NM_001020696	2258	48	11420
NM_213159	1406	15	7120
NM_200306	1421	46	7164
NM_214780	2228	66	11232
NM_200128	2240	17	11330
NM_199846	2094	529	10072
NM_212869	2180	52	10980
NM_001044891	2809	113	14102
NM_001122845	1861	121	9290
NM_001242938	1779	17	8976
NM_001017610	855	195	4126
NM_001126400	2642	53	13292
NM_200095	2389	21	12046
NM_001014331	1740	183	8592
NM_001076665	2039	70	10210
NM_001007394	920	26	4612
NM_199589	2042	16	10278
NM_001130782	1619	185	7976
NM_201491	2103	34	10562
NM_001204270	2198	44	11030
NM_001083550	2023	252	9938
NM_173273	2445	214	12098
NM_200482	1791	24	8988
NM_201510	2019	37	10118
NM_213112	1705	47	8528
NM_001045308	1537	32	7688
NM_001163995	1647	56	8216
NM_001045000	1991	31	9966
NM_001007323	2433	37	12178
NM_212689	1736	54	8660
NM_200240	2074	187	10216
NM_001007382	1684	63	8376
NM_001128328	1287	303	6146
NM_001098757	1759	158	8650
NM_205754	1016	13	5072
NM_001004588	1911	96	9466
NM_200546	1536	349	7322
NM_212905	2955	199	14554
NM_001327986	2963	116	14674
NM_001136185	614	10	3052
NM_199537	1555	33	7720
NM_001013540	1882	46	9332
NM_001312680	5204	213	25714
NM_001128241	2468	104	12190
NM_001003878	1843	26	9154
NM_200428	1622	76	8002
NM_199581	2051	28	10184
NM_001039818	1321	189	6388
NM_199840	2931	885	13696
NM_205607	2074	16	10292
NM_001118896	1966	25	9746
NM_001198864	1213	18	6010
NM_001045241	1723	173	8388
NM_001201421	3428	60	16972
NM_001098736	1316	12	6520
NM_130931	1981	25	9792
NM_001080169	5003	449	24342
NM_001012498	640	63	3108
NM_001122784	3993	138	19640
NM_200109	3693	59	18226
NM_001076595	1692	251	8124
NM_001002638	1782	33	8776
NM_001020635	1332	263	6318
NM_001029956	2064	136	10060
NM_001013309	2481	29	12226
NM_214712	1663	204	8008
NM_001077611	2223	167	10804
NM_213071	1723	24	8478
NM_001013447	2508	60	12310
NM_001127477	3663	188	17870
NM_201346	1703	130	8258
NM_001161447	9738	176	47782
NM_213423	798	14	3914
NM_173254	1261	24	6180
NM_199567	2083	26	10220
NM_001004660	593	7	2906
NM_213246	1523	197	7282
NM_001291706	1237	44	6028
NM_001082934	1762	35	8614
NM_001003734	1294	43	6306
NM_001017555	3166	44	15482
NM_214697	983	11	4808
NM_198145	1866	103	9038
NM_001002551	1450	259	6842
NM_001002324	1626	45	7914
NM_001130627	2926	311	14010
NM_001003740	1354	19	6604
NM_200154	1766	47	8590
NM_001305568	988	28	4802
NM_001162507	2587	464	12182
NM_001077247	1614	28	7856
NM_205638	2794	52	13594
NM_201136	1371	85	6610
NM_001040394	2104	53	10218
NM_001045396	1470	16	7158
NM_200963	1739	55	8426
NM_001110402	2213	107	10680
NM_200222	1581	132	7574
NM_001145581	2075	164	9948
NM_001008649	1364	35	6612
NM_001256665	1213	27	5884
NM_199714	1274	102	6100
NM_001045288	1860	91	8962
NM_001045105	2655	79	12842
NM_001122654	3748	42	18198
NM_001007359	1887	186	8996
NM_001310042	4206	58	20398
NM_001282092	871	23	4212
NM_213245	2053	42	9932
NM_213039	2000	54	9662
NM_001327785	1609	610	7204
NM_214700	2126	27	10296
NM_200024	3457	73	16710
NM_001003778	1722	26	8322
ENSDART00000156436	511	361	2116
NM_001045373	667	29	3204
NM_199836	1881	79	9030
NM_001045366	1085	59	5188
NM_173243	2043	131	9746
NM_213478	3689	228	17604
NM_001002042	3866	163	18520
NM_001115141	2817	45	13564
NM_200181	1765	137	8388
NM_001083836	1975	48	9490
NM_001328092	964	31	4620
NM_001020559	651	41	3098
NM_205720	2080	13	10010
NM_001004121	1722	233	8064
NM_201018	1382	9	6644
NM_212767	1712	21	8220
NM_001025175	1207	144	5666
NM_201464	2208	266	10360
NM_001199725	2589	31	12426
NM_200948	1241	60	5898
NM_200168	2286	34	10940
NM_001114926	1608	51	7668
NM_213538	2780	56	13286
NM_001082828	1805	426	8236
NM_001083569	1535	12	7354
NM_200590	1529	19	7318
NM_001004673	844	162	3886
NM_001312917	2898	23	13870
NM_001077542	1649	6	7896
NM_213375	2136	51	10184
NM_201310	2523	27	12062
NM_200278	2298	18	10990
NM_001001823	2792	288	13080
NM_001014334	6375	155	30354
NM_001109706	1257	31	5984
NM_001045274	1696	26	8066
NM_213352	1445	14	6880
NM_001080002	2216	72	10500
NM_001003628	1513	303	6914
NM_001139480	3940	53	18740
NM_001020480	1995	150	9362
NM_182878	2457	24	11688
NM_001045487	4714	79	22390
NM_173221	1943	28	9230
NM_001002198	2214	107	10430
NM_001045444	4920	400	23006
NM_001111178	2169	10	10308
NM_001045358	709	9	3362
NM_213539	3753	107	17734
NM_001032728	483	12	2284
NM_001040348	3172	79	14990
NM_001164028	4167	63	19732
NM_200070	1947	63	9186
NM_001110102	3230	27	15316
NM_001077760	3124	65	14766
NM_200275	2287	75	10782
NM_001122747	3529	190	16560
NM_200273	662	26	3116
NM_001003543	2099	49	9912
NM_001001404	1535	37	7246
NM_001099229	3139	63	14830
NM_001004626	1006	22	4750
ENSDART00000152121	947	258	4232
NM_001002519	1060	27	4996
NM_200014	1450	237	6626
NM_199777	3081	46	14534
ENSDART00000144281	864	501	3586
NM_194391	1438	296	6506
NM_001040336	1519	370	6810
NM_001002680	2452	230	11356
NM_200322	1385	341	6202
NM_001077306	1638	37	7696
NM_001309368	1834	36	8622
NM_131780	2422	334	11094
NM_213224	2700	63	12676
NM_200722	1520	11	7160
NM_199668	1380	44	6466
NM_001083828	2330	64	10920
NM_194362	4733	198	22104
NM_214755	3258	41	15296
NM_199955	1486	19	6976
NM_001100948	1922	67	8966
NM_001020686	1381	254	6236
NM_001006088	1564	115	7232
NM_130924	3472	87	16220
NM_001002865	966	36	4500
NM_001114710	1397	77	6482
NM_200151	1250	284	5580
NM_001045164	3560	169	16502
NM_205608	1148	53	5322
NM_001083560	1784	76	8270
NM_173285	3039	50	14152
NM_001044858	6394	86	29794
NM_001256603	3637	238	16758
NM_200636	4013	37	18708
NM_206830	2269	54	10542
NM_001346162	2512	38	11688
NM_001030123	7267	74	33842
NM_001089367	3233	28	15060
NM_001002108	905	27	4196
NM_001077387	1551	165	7068
NM_200016	1812	26	8422
NM_201001	950	229	4200
NM_001328162	2230	25	10358
NM_001017870	1503	62	6936
NM_200667	4664	91	21620
NM_001012500	2443	61	11304
NM_200820	1679	64	7746
NM_001002298	3563	58	16512
NM_212957	1163	75	5332
NM_001045334	3735	45	17308
NM_001004005	560	7	2594
NM_001045248	1634	562	7026
NM_001202424	1057	6	4900
NM_001001591	2229	334	10008
NM_001291933	915	16	4228
NM_201148	1787	574	7712
NM_001017639	1424	51	6550
NM_001030235	2960	50	13666
NM_214818	4158	127	19126
ENSDART00000155858	1090	415	4632
NM_200189	1690	15	7808
NM_001305621	3517	46	16232
NM_001017634	1660	127	7556
NM_001003830	2900	29	13392
NM_212916	2133	277	9594
NM_001242974	945	35	4338
NM_213501	2354	118	10770
NM_200730	670	91	3006
NM_001037371	1639	81	7492
NM_001177745	2101	53	9648
NM_001020535	1032	5	4758
NM_199620	2118	45	9730
NM_201216	1555	1339	5836
NM_001002412	1340	143	6038
NM_212674	4519	60	20780
NM_201143	7889	85	36218
NM_001328045	3464	66	15860
NM_213520	2896	85	13224
NM_201097	3380	29	15502
NM_001328563	2587	167	11716
NM_131867	2043	50	9334
NM_001005583	1766	29	8082
NM_131562	1941	22	8892
NM_001243153	983	172	4340
NM_001089542	2618	333	11668
NM_199586	2168	318	9620
NM_001005300	1337	24	6104
NM_001089368	5766	53	26374
NM_199701	2253	30	10296
NM_001030061	5531	449	24896
NM_001002464	995	173	4386
NM_001128422	1198	7	5478
NM_001303010	530	2	2424
NM_001351651	2371	163	10688
ENSDART00000177156	1520	73	6872
NM_212564	1367	29	6214
ENSDART00000154790	5086	81	23138
NM_001197257	2963	61	13450
NM_001002726	3843	30	17492
NM_213295	2088	203	9314
NM_001004536	1063	39	4806
NM_198878	5139	114	23302
NM_001002679	1633	42	7390
NM_131177	3237	36	14696
NM_001008577	1365	19	6192
NM_001004527	2223	14	10100
NM_001013476	709	23	3202
NM_213163	4094	288	18322
NM_001161375	2174	26	9854
NM_001045028	4996	281	22406
NM_001006069	1542	40	6960
NM_001077313	3448	29	15620
NM_200442	2785	134	12502
NM_001045054	826	123	3624
NM_001037372	2217	10	10044
NM_001017872	1966	336	8578
NM_201587	2484	101	11158
NM_001014370	2623	67	11814
NM_207090	1770	134	7882
NM_001002567	1537	22	6938
NM_200627	1031	72	4596
NM_001040048	1340	22	6044
NM_001301331	7686	525	34248
NM_001013504	1902	40	8564
NM_199748	1245	27	5600
NM_001077156	2630	50	11836
NM_001110107	2543	58	11432
NM_001001822	2561	218	11352
NM_001004636	1466	21	6602
NM_201098	1715	244	7498
NM_001353931	3167	67	14224
NM_001082831	3397	31	15286
NM_001077756	2721	100	12164
NM_212925	1791	394	7678
NM_212608	1933	156	8554
NM_213024	785	19	3518
NM_001008575	3216	29	14458
NM_001013519	1125	258	4808
NM_199672	2895	64	12970
NM_200199	1934	55	8650
NM_001083875	1794	65	8006
NM_001320330	2641	470	11404
NM_198146	3318	69	14842
NM_001045295	1886	28	8446
NM_001013266	3838	49	17194
ENSDART00000155652	885	189	3786
NM_201207	2026	38	9060
NM_001003650	1063	122	4648
NM_001034183	2658	81	11846
NM_001037805	3692	56	16504
NM_200535	1573	261	6792
NM_001003784	1942	39	8668
NM_213026	2090	74	9296
NM_001202512	2539	176	11204
NM_001017604	2872	19	12846
NM_001098735	1248	35	5554
NM_001105128	967	7	4322
NM_213524	3052	58	13604
NM_213527	3432	28	15334
NM_001020640	1350	585	5454
NM_001017621	1641	65	7274
NM_001007299	2250	719	9326
NM_207060	2062	31	9174
NM_213231	3677	168	16240
NM_001003570	3310	32	14738
NM_001122846	851	6	3790
NM_001200010	1536	13	6838
NM_001002047	1078	6	4800
NM_001020598	1916	84	8452
NM_001047190	1768	15	7860
NM_199902	2427	257	10548
NM_131877	2918	42	12948
NM_213193_2	1806	33	8006
NM_001077316	1631	37	7222
NM_001044339	3447	439	14890
NM_199690	1820	23	8070
NM_001145621	839	238	3492
NM_001328540	3013	119	13274
NM_001328328	1042	16	4612
NM_182861	2125	11	9424
NM_001193541	3575	25	15846
NM_001002704	1143	7	5066
NM_001002377	1399	553	5656
NM_212983	2873	48	12700
NM_001111281	5386	216	23674
NM_001110450	1729	87	7578
NM_199865	576	413	2140
NM_199704	1853	114	8096
NM_200508	3355	33	14830
NM_001076758	1150	158	4936
ENSDART00000157715	831	296	3384
ENSDART00000152259	934	343	3792
NM_001328036	7934	282	34842
NM_201111	2387	262	10304
NM_001291355	2150	18	9496
NM_001145241	1121	18	4942
ENSDART00000168114	301	19	1312
NM_001089491	4212	41	18582
ENSDART00000138819	660	117	2800
NM_001003887	5903	106	25974
NM_201184	3268	51	14382
NM_200545	1742	80	7600
NM_205601	2541	25	11150
NM_001267589	4343	367	18730
NM_001003614	1782	259	7568
NM_001163932	1488	17	6516
NM_001077279	3746	113	16332
NM_001079969	2350	62	10254
ENSDART00000155491	569	323	2174
NM_001013494	2313	130	10020
NM_001128235	1219	47	5300
NM_001077532	2283	281	9730
NM_001077288	1936	298	8190
NM_001020669	708	73	3030
ENSDART00000136876	494	275	1890
NM_001014303	1968	108	8514
NM_131602	2631	39	11486
NM_001303057	610	8	2662
NM_200485	1713	89	7404
NM_001098192	1198	146	5094
NM_001351711	4299	253	18548
NM_001039719	1878	35	8178
NM_001002323	1305	63	5642
NM_001128408	1698	33	7390
NM_001020629	2629	103	11388
NM_001017690	980	20	4262
NM_001002613	2006	20	8744
